Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Heart Rate (bpm),Activity
-0.343,1.135,0.221,115,1
-0.332,1.088,0.185,115,1
-0.326,1.079,0.166,115,1
-0.291,1.054,0.148,115,1
-0.256,1.002,0.132,115,1
-0.242,0.941,0.123,116,1
-0.233,0.883,0.114,116,1
-0.226,0.835,0.11,116,1
-0.224,0.8,0.121,116,1
-0.223,0.769,0.132,116,1
-0.227,0.774,0.126,116,1
-0.238,0.843,0.128,116,1
-0.247,0.951,0.151,116,1
-0.249,1.09,0.175,116,1
-0.243,1.239,0.182,116,1
-0.208,1.25,0.194,116,1
-0.145,1.139,0.206,116,1
-0.109,1.076,0.189,116,1
-0.13,1.031,0.174,116,1
-0.173,0.944,0.196,116,1
-0.202,0.843,0.224,116,1
-0.227,0.782,0.229,116,1
-0.257,0.781,0.224,116,1
-0.284,0.82,0.231,116,1
-0.296,0.857,0.26,116,1
-0.293,0.866,0.298,116,1
-0.276,0.896,0.315,116,1
-0.256,0.966,0.308,116,1
-0.246,1.051,0.287,116,1
-0.27,1.171,0.27,116,1
-0.33,1.233,0.278,116,1
-0.359,1.168,0.268,116,1
-0.348,1.114,0.229,116,1
-0.335,1.112,0.2,116,1
-0.302,1.085,0.175,116,1
-0.255,1.019,0.16,116,1
-0.228,0.939,0.157,116,1
-0.224,0.875,0.145,116,1
-0.222,0.838,0.134,116,1
-0.215,0.813,0.134,116,1
-0.214,0.792,0.144,116,1
-0.221,0.796,0.143,116,1
-0.229,0.847,0.129,116,1
-0.235,0.923,0.133,116,1
-0.242,1.022,0.142,116,1
-0.261,1.156,0.138,116,1
-0.267,1.194,0.158,116,1
-0.229,1.107,0.191,116,1
-0.19,1.055,0.193,116,1
-0.187,1.033,0.18,116,1
-0.199,0.985,0.186,116,1
-0.22,0.914,0.212,116,1
-0.244,0.842,0.224,116,1
-0.268,0.792,0.221,116,1
-0.3,0.773,0.236,116,1
-0.32,0.793,0.28,116,1
-0.309,0.826,0.329,116,1
-0.271,0.876,0.35,116,1
-0.235,0.983,0.32,116,1
-0.239,1.104,0.269,116,1
-0.278,1.226,0.237,116,1
-0.329,1.306,0.223,116,1
-0.361,1.246,0.188,116,1
-0.345,1.144,0.141,116,1
-0.326,1.087,0.121,116,1
-0.32,1.035,0.117,116,1
-0.301,0.984,0.107,116,1
-0.279,0.936,0.105,116,1
-0.263,0.889,0.114,116,1
-0.268,0.851,0.122,116,1
-0.278,0.826,0.14,116,1
-0.274,0.802,0.162,116,1
-0.27,0.777,0.165,116,1
-0.284,0.782,0.155,116,1
-0.316,0.837,0.155,116,1
-0.343,0.932,0.163,116,1
-0.347,1.054,0.156,116,1
-0.337,1.142,0.156,116,1
-0.312,1.119,0.187,116,1
-0.27,1.078,0.2,116,1
-0.242,1.082,0.159,116,1
-0.238,1.054,0.136,116,1
-0.255,0.975,0.175,116,1
-0.279,0.88,0.215,116,1
-0.291,0.813,0.229,116,1
-0.296,0.784,0.243,116,1
-0.295,0.79,0.265,116,1
-0.291,0.815,0.289,116,1
-0.292,0.834,0.311,116,1
-0.303,0.883,0.313,116,1
-0.304,0.978,0.299,116,1
-0.286,1.1,0.275,116,1
-0.291,1.219,0.262,116,1
-0.306,1.201,0.251,116,1
-0.297,1.118,0.207,116,1
-0.306,1.121,0.167,116,1
-0.333,1.134,0.152,116,1
-0.314,1.098,0.134,116,1
-0.271,1.03,0.133,116,1
-0.259,0.956,0.14,116,1
-0.27,0.89,0.124,116,1
-0.289,0.831,0.112,116,1
-0.297,0.774,0.149,116,1
-0.279,0.737,0.202,116,1
-0.246,0.742,0.195,116,1
-0.244,0.805,0.164,116,1
-0.279,0.904,0.162,116,1
-0.313,1.015,0.163,116,1
-0.325,1.14,0.172,116,1
-0.312,1.168,0.189,116,1
-0.286,1.097,0.192,116,1
-0.261,1.071,0.177,116,1
-0.25,1.054,0.163,116,1
-0.246,0.979,0.181,116,1
-0.252,0.88,0.218,116,1
-0.268,0.806,0.239,116,1
-0.283,0.777,0.253,116,1
-0.3,0.785,0.274,116,1
-0.313,0.802,0.305,116,1
-0.315,0.803,0.329,116,1
-0.318,0.839,0.325,116,1
-0.327,0.929,0.305,116,1
-0.338,1.063,0.273,116,1
-0.364,1.248,0.245,116,1
-0.413,1.332,0.235,116,1
-0.41,1.244,0.206,116,1
-0.336,1.154,0.158,116,1
-0.285,1.093,0.142,116,1
-0.27,1.003,0.16,116,1
-0.264,0.901,0.178,116,1
-0.27,0.817,0.18,116,1
-0.272,0.775,0.166,116,1
-0.262,0.772,0.145,116,1
-0.257,0.781,0.14,116,1
-0.267,0.772,0.145,116,1
-0.288,0.77,0.142,116,1
-0.317,0.821,0.135,116,1
-0.336,0.924,0.138,116,1
-0.341,1.095,0.092,116,1
-0.304,1.31,0.059,116,1
-0.151,1.337,0.087,116,1
-0.002,1.181,0.11,116,1
0,1.059,0.118,116,1
-0.099,0.989,0.104,116,1
-0.224,0.944,0.114,116,1
-0.298,0.91,0.154,116,1
-0.299,0.871,0.184,116,1
-0.276,0.846,0.207,116,1
-0.27,0.858,0.229,116,1
-0.273,0.875,0.244,116,1
-0.233,0.85,0.241,116,1
-0.21,0.829,0.251,116,1
-0.267,0.888,0.279,116,1
-0.309,0.996,0.275,116,1
-0.327,1.147,0.254,116,1
-0.354,1.281,0.243,116,1
-0.352,1.253,0.213,116,1
-0.323,1.166,0.158,116,1
-0.302,1.134,0.126,116,1
-0.275,1.087,0.115,116,1
-0.232,1.015,0.108,116,1
-0.21,0.945,0.113,116,1
-0.213,0.887,0.12,116,1
-0.222,0.84,0.127,116,1
-0.233,0.811,0.14,116,1
-0.276,0.802,0.166,116,1
-0.335,0.82,0.154,116,1
-0.367,0.854,0.102,116,1
-0.391,0.868,0.103,116,1
-0.409,0.887,0.134,116,1
-0.409,0.944,0.131,116,1
-0.383,0.998,0.132,116,1
-0.348,0.989,0.175,116,1
-0.314,1.001,0.208,116,1
-0.28,1.07,0.203,116,1
-0.255,1.085,0.207,116,1
-0.236,1.028,0.235,116,1
-0.235,0.939,0.248,116,1
-0.24,0.854,0.241,116,1
-0.24,0.807,0.243,116,1
-0.235,0.799,0.246,116,1
-0.246,0.797,0.238,116,1
-0.276,0.802,0.242,116,1
-0.295,0.851,0.262,116,1
-0.31,0.949,0.278,116,1
-0.322,1.092,0.274,116,1
-0.338,1.231,0.272,116,1
-0.343,1.225,0.273,116,1
-0.326,1.144,0.239,116,1
-0.318,1.132,0.202,116,1
-0.306,1.127,0.194,116,1
-0.28,1.075,0.179,116,1
-0.265,0.995,0.154,116,1
-0.271,0.927,0.131,116,1
-0.276,0.875,0.119,116,1
-0.267,0.833,0.119,116,1
-0.256,0.803,0.13,116,1
-0.248,0.793,0.138,116,1
-0.245,0.822,0.133,116,1
-0.256,0.886,0.139,116,1
-0.262,0.978,0.145,116,1
-0.25,1.092,0.133,116,1
-0.235,1.188,0.126,116,1
-0.223,1.17,0.142,116,1
-0.215,1.095,0.17,116,1
-0.209,1.064,0.19,116,1
-0.208,1.028,0.198,116,1
-0.214,0.955,0.212,116,1
-0.23,0.863,0.235,116,1
-0.255,0.794,0.247,116,1
-0.276,0.771,0.251,116,1
-0.292,0.801,0.264,116,1
-0.302,0.842,0.291,116,1
-0.305,0.858,0.319,116,1
-0.305,0.893,0.325,116,1
-0.303,0.98,0.309,116,1
-0.301,1.097,0.286,116,1
-0.317,1.227,0.278,116,1
-0.336,1.263,0.282,116,1
-0.321,1.182,0.254,116,1
-0.295,1.116,0.203,116,1
-0.283,1.079,0.169,116,1
-0.274,1.041,0.144,116,1
-0.261,0.999,0.133,116,1
-0.251,0.936,0.142,116,1
-0.245,0.873,0.166,116,1
-0.235,0.833,0.185,116,1
-0.217,0.807,0.191,116,1
-0.199,0.791,0.204,116,1
-0.194,0.797,0.21,116,1
-0.2,0.85,0.189,116,1
-0.213,0.93,0.156,116,1
-0.224,1.036,0.13,116,1
-0.239,1.172,0.122,116,1
-0.252,1.19,0.151,116,1
-0.236,1.097,0.193,116,1
-0.204,1.056,0.197,116,1
-0.191,1.047,0.187,116,1
-0.195,1.005,0.21,116,1
-0.212,0.93,0.254,116,1
-0.237,0.855,0.279,116,1
-0.251,0.805,0.285,116,1
-0.254,0.778,0.291,116,1
-0.258,0.773,0.301,116,1
-0.267,0.784,0.318,116,1
-0.282,0.83,0.32,116,1
-0.3,0.929,0.298,116,1
-0.314,1.058,0.275,116,1
-0.334,1.208,0.268,116,1
-0.354,1.282,0.294,116,1
-0.343,1.23,0.3,116,1
-0.315,1.127,0.205,116,1
-0.299,1.043,0.195,116,1
-0.281,0.932,0.199,116,1
-0.288,0.823,0.193,116,1
-0.323,0.754,0.19,117,1
-0.339,0.74,0.207,117,1
-0.32,0.741,0.207,117,1
-0.315,0.729,0.188,117,1
-0.329,0.744,0.166,117,1
-0.349,0.796,0.149,117,1
-0.365,0.865,0.163,117,1
-0.337,0.962,0.179,117,1
-0.28,1.133,0.188,117,1
-0.198,1.233,0.21,117,1
-0.098,1.192,0.223,117,1
-0.034,1.134,0.205,117,1
-0.019,1.067,0.197,117,1
-0.035,0.984,0.216,117,1
-0.088,0.9,0.224,117,1
-0.156,0.828,0.227,117,1
-0.206,0.791,0.231,117,1
-0.245,0.8,0.24,117,1
-0.278,0.828,0.263,117,1
-0.291,0.834,0.295,117,1
-0.288,0.855,0.324,117,1
-0.289,0.931,0.332,117,1
-0.296,1.024,0.313,117,1
-0.314,1.143,0.286,117,1
-0.347,1.252,0.287,117,1
-0.358,1.212,0.294,117,1
-0.335,1.112,0.248,117,1
-0.322,1.089,0.188,117,1
-0.317,1.085,0.159,117,1
-0.292,1.059,0.153,117,1
-0.266,1.006,0.167,118,1
-0.253,0.948,0.179,118,1
-0.239,0.914,0.17,118,1
-0.214,0.894,0.156,118,1
-0.192,0.858,0.152,118,1
-0.19,0.808,0.142,118,1
-0.208,0.789,0.121,118,1
-0.228,0.833,0.109,118,1
-0.237,0.92,0.113,118,1
-0.239,1.031,0.117,118,1
-0.251,1.168,0.125,118,1
-0.256,1.217,0.162,118,1
-0.231,1.154,0.207,118,1
-0.204,1.089,0.215,118,1
-0.192,1.034,0.205,118,1
-0.193,0.953,0.205,118,1
-0.215,0.862,0.209,118,1
-0.255,0.798,0.218,118,1
-0.289,0.771,0.226,118,1
-0.308,0.788,0.247,118,1
-0.314,0.827,0.282,118,1
-0.306,0.855,0.31,118,1
-0.294,0.9,0.312,118,1
-0.302,0.983,0.297,118,1
-0.318,1.072,0.283,118,1
-0.334,1.175,0.272,118,1
-0.351,1.233,0.267,118,1
-0.344,1.186,0.247,118,1
-0.33,1.151,0.199,118,1
-0.332,1.168,0.156,118,1
-0.322,1.158,0.127,118,1
-0.293,1.092,0.118,118,1
-0.269,0.978,0.118,118,1
-0.253,0.874,0.108,118,1
-0.237,0.813,0.101,118,1
-0.218,0.785,0.109,118,1
-0.205,0.774,0.119,118,1
-0.199,0.773,0.115,118,1
-0.208,0.814,0.098,118,1
-0.234,0.899,0.091,118,1
-0.266,1.007,0.112,118,1
-0.286,1.153,0.131,118,1
-0.291,1.234,0.171,118,1
-0.269,1.158,0.244,118,1
-0.217,1.074,0.266,118,1
-0.169,1.048,0.234,118,1
-0.158,1.003,0.215,118,1
-0.186,0.932,0.231,118,1
-0.229,0.857,0.251,118,1
-0.262,0.813,0.252,118,1
-0.277,0.802,0.254,118,1
-0.275,0.806,0.27,118,1
-0.273,0.798,0.293,118,1
-0.28,0.8,0.309,118,1
-0.294,0.855,0.308,118,1
-0.305,0.947,0.305,118,1
-0.322,1.079,0.3,118,1
-0.352,1.222,0.309,118,1
-0.357,1.239,0.326,118,1
-0.32,1.191,0.296,118,1
-0.279,1.194,0.247,118,1
-0.251,1.175,0.22,118,1
-0.225,1.103,0.205,118,1
-0.21,1.01,0.202,118,1
-0.211,0.927,0.196,118,1
-0.214,0.861,0.175,118,1
-0.21,0.798,0.151,118,1
-0.201,0.731,0.148,118,1
-0.197,0.678,0.162,118,1
-0.205,0.7,0.178,118,1
-0.216,0.806,0.192,118,1
-0.216,0.958,0.189,118,1
-0.226,1.15,0.171,118,1
-0.273,1.291,0.194,118,1
-0.298,1.237,0.278,118,1
-0.248,1.119,0.314,118,1
-0.181,1.091,0.281,118,1
-0.152,1.054,0.253,118,1
-0.168,0.967,0.265,118,1
-0.205,0.873,0.299,118,1
-0.236,0.811,0.309,118,1
-0.256,0.787,0.299,118,1
-0.271,0.789,0.307,118,1
-0.291,0.794,0.337,118,1
-0.307,0.798,0.381,118,1
-0.299,0.825,0.411,118,1
-0.274,0.884,0.409,118,1
-0.254,0.959,0.385,118,1
-0.262,1.097,0.367,118,1
-0.291,1.229,0.375,118,1
-0.288,1.232,0.35,117,1
-0.255,1.212,0.27,117,1
-0.238,1.22,0.214,117,1
-0.235,1.165,0.191,117,1
-0.223,1.053,0.181,117,1
-0.212,0.938,0.184,117,1
-0.211,0.843,0.188,117,1
-0.206,0.766,0.186,117,1
-0.197,0.702,0.187,117,1
-0.197,0.66,0.193,117,1
-0.213,0.678,0.206,117,1
-0.229,0.78,0.225,117,1
-0.227,0.943,0.225,117,1
-0.22,1.14,0.179,117,1
-0.245,1.315,0.146,117,1
-0.287,1.291,0.222,117,1
-0.269,1.129,0.309,117,1
-0.204,1.042,0.291,117,1
-0.161,1,0.224,117,1
-0.172,0.95,0.203,117,1
-0.225,0.893,0.244,117,1
-0.26,0.843,0.293,117,1
-0.261,0.82,0.322,117,1
-0.251,0.824,0.326,117,1
-0.245,0.821,0.323,117,1
-0.242,0.813,0.332,117,1
-0.244,0.847,0.34,117,1
-0.249,0.918,0.328,117,1
-0.26,1.027,0.295,117,1
-0.3,1.201,0.28,117,1
-0.349,1.277,0.3,117,1
-0.348,1.187,0.276,117,1
-0.311,1.129,0.205,117,1
-0.277,1.117,0.167,117,1
-0.25,1.075,0.158,117,1
-0.228,1.018,0.158,117,1
-0.224,0.969,0.158,117,1
-0.226,0.932,0.148,117,1
-0.223,0.891,0.136,117,1
-0.225,0.842,0.144,117,1
-0.232,0.789,0.165,117,1
-0.236,0.742,0.176,117,1
-0.239,0.74,0.176,117,1
-0.243,0.803,0.182,117,1
-0.247,0.923,0.187,117,1
-0.256,1.084,0.158,117,1
-0.287,1.236,0.149,117,1
-0.302,1.237,0.213,117,1
-0.271,1.14,0.26,117,1
-0.236,1.085,0.24,117,1
-0.218,1.026,0.217,117,1
-0.223,0.939,0.22,117,1
-0.248,0.859,0.236,117,1
-0.272,0.815,0.245,117,1
-0.292,0.812,0.248,117,1
-0.294,0.839,0.249,117,1
-0.281,0.857,0.256,117,1
-0.268,0.852,0.267,117,1
-0.261,0.869,0.273,117,1
-0.256,0.936,0.274,117,1
-0.255,1.043,0.266,117,1
-0.284,1.157,0.275,117,1
-0.331,1.191,0.315,117,1
-0.337,1.128,0.324,117,1
-0.307,1.083,0.278,117,1
-0.288,1.096,0.228,117,1
-0.271,1.092,0.19,117,1
-0.237,1.041,0.161,117,1
-0.207,0.969,0.144,117,1
-0.192,0.889,0.127,117,1
-0.185,0.809,0.11,117,1
-0.193,0.754,0.107,117,1
-0.214,0.731,0.129,117,1
-0.232,0.742,0.158,117,1
-0.241,0.808,0.18,117,1
-0.244,0.904,0.201,117,1
-0.243,1.027,0.219,117,1
-0.241,1.173,0.226,117,1
-0.245,1.21,0.246,117,1
-0.248,1.16,0.264,117,1
-0.234,1.15,0.254,117,1
-0.176,1.125,0.225,117,1
-0.105,1.018,0.212,117,1
-0.087,0.878,0.225,117,1
-0.133,0.76,0.23,117,1
-0.19,0.685,0.219,117,1
-0.222,0.675,0.218,117,1
-0.237,0.716,0.239,117,1
-0.245,0.771,0.265,117,1
-0.252,0.863,0.276,117,1
-0.259,0.993,0.267,117,1
-0.268,1.127,0.25,117,1
-0.294,1.27,0.259,117,1
-0.33,1.333,0.294,117,1
-0.326,1.249,0.287,117,1
-0.291,1.152,0.225,117,1
-0.281,1.113,0.178,117,1
-0.284,1.061,0.171,117,1
-0.259,0.964,0.172,117,1
-0.215,0.873,0.161,117,1
-0.189,0.816,0.144,117,1
-0.185,0.772,0.13,117,1
-0.19,0.734,0.133,117,1
-0.202,0.707,0.144,117,1
-0.221,0.722,0.145,117,1
-0.24,0.801,0.159,117,1
-0.247,0.911,0.181,117,1
-0.248,1.082,0.173,117,1
-0.257,1.296,0.152,117,1
-0.248,1.338,0.159,117,1
-0.196,1.216,0.183,117,1
-0.138,1.123,0.196,117,1
-0.116,1.043,0.175,117,1
-0.126,0.926,0.166,117,1
-0.163,0.819,0.188,117,1
-0.205,0.756,0.209,117,1
-0.228,0.741,0.226,117,1
-0.243,0.756,0.248,117,1
-0.262,0.765,0.273,117,1
-0.287,0.778,0.292,117,1
-0.311,0.857,0.304,117,1
-0.318,0.994,0.3,117,1
-0.314,1.205,0.284,117,1
-0.319,1.345,0.296,117,1
-0.321,1.287,0.282,117,1
-0.308,1.208,0.207,117,1
-0.291,1.168,0.149,117,1
-0.254,1.108,0.126,117,1
-0.214,1.02,0.111,117,1
-0.212,0.916,0.101,117,1
-0.233,0.828,0.102,117,1
-0.245,0.771,0.117,117,1
-0.24,0.736,0.143,117,1
-0.223,0.725,0.173,117,1
-0.208,0.758,0.199,117,1
-0.202,0.835,0.215,117,1
-0.206,0.942,0.226,117,1
-0.219,1.072,0.228,117,1
-0.232,1.167,0.203,117,1
-0.234,1.185,0.157,117,1
-0.241,1.191,0.132,116,1
-0.273,1.17,0.129,116,1
-0.282,1.068,0.138,116,1
-0.255,0.927,0.169,116,1
-0.243,0.799,0.2,116,1
-0.26,0.716,0.222,116,1
-0.295,0.702,0.255,116,1
-0.334,0.745,0.297,116,1
-0.363,0.826,0.334,116,1
-0.375,0.942,0.354,116,1
-0.377,1.047,0.359,116,1
-0.368,1.165,0.351,116,1
-0.362,1.283,0.34,116,1
-0.359,1.29,0.31,116,1
-0.344,1.235,0.239,116,1
-0.341,1.189,0.17,116,1
-0.332,1.118,0.144,116,1
-0.29,1.011,0.145,116,1
-0.257,0.897,0.146,116,1
-0.251,0.819,0.148,116,1
-0.25,0.779,0.15,116,1
-0.248,0.752,0.159,116,1
-0.245,0.727,0.174,116,1
-0.244,0.723,0.173,116,1
-0.246,0.772,0.164,116,1
-0.251,0.879,0.158,116,1
-0.261,1.041,0.133,116,1
-0.278,1.183,0.111,116,1
-0.281,1.226,0.145,116,1
-0.26,1.241,0.189,116,1
-0.232,1.233,0.197,116,1
-0.201,1.124,0.201,116,1
-0.193,0.948,0.217,116,1
-0.224,0.786,0.228,116,1
-0.26,0.689,0.232,116,1
-0.284,0.676,0.237,116,1
-0.299,0.737,0.253,116,1
-0.319,0.823,0.274,116,1
-0.344,0.913,0.298,116,1
-0.361,1.01,0.311,116,1
-0.347,1.115,0.295,115,1
-0.327,1.251,0.287,115,1
-0.334,1.311,0.303,115,1
-0.336,1.275,0.282,115,1
-0.325,1.252,0.234,115,1
-0.304,1.21,0.216,115,1
-0.274,1.121,0.216,115,1
-0.252,1.006,0.211,115,1
-0.236,0.899,0.19,115,1
-0.22,0.836,0.157,115,1
-0.202,0.814,0.122,115,1
-0.196,0.798,0.08,115,1
-0.208,0.773,0.061,115,1
-0.225,0.788,0.063,115,1
-0.223,0.874,0.058,115,1
-0.207,1.021,0.069,115,1
-0.199,1.187,0.094,115,1
-0.211,1.246,0.173,115,1
-0.221,1.199,0.295,115,1
-0.192,1.159,0.327,115,1
-0.145,1.099,0.272,115,1
-0.138,0.973,0.257,115,1
-0.181,0.822,0.288,115,1
-0.232,0.704,0.299,115,1
-0.266,0.665,0.301,115,1
-0.283,0.711,0.305,115,1
-0.305,0.793,0.304,115,1
-0.339,0.885,0.298,115,1
-0.376,0.991,0.287,115,1
-0.395,1.09,0.272,115,1
-0.401,1.217,0.271,115,1
-0.404,1.317,0.288,115,1
-0.386,1.312,0.277,115,1
-0.364,1.277,0.236,115,1
-0.339,1.205,0.214,115,1
-0.298,1.063,0.215,115,1
-0.262,0.913,0.211,115,1
-0.247,0.821,0.183,115,1
-0.244,0.799,0.143,115,1
-0.239,0.813,0.116,115,1
-0.231,0.826,0.107,114,1
-0.232,0.831,0.099,114,1
-0.236,0.869,0.077,114,1
-0.232,0.95,0.068,114,1
-0.218,1.068,0.07,114,1
-0.208,1.21,0.067,114,1
-0.205,1.265,0.099,114,1
-0.179,1.225,0.167,114,1
-0.121,1.183,0.204,114,1
-0.081,1.113,0.199,114,1
-0.107,0.983,0.208,114,1
-0.173,0.834,0.234,114,1
-0.227,0.712,0.244,114,1
-0.258,0.656,0.242,114,1
-0.272,0.693,0.248,114,1
-0.285,0.789,0.265,114,1
-0.299,0.888,0.281,114,1
-0.3,1,0.287,114,1
-0.301,1.101,0.283,114,1
-0.314,1.226,0.281,114,1
-0.333,1.324,0.304,114,1
-0.337,1.301,0.3,114,1
-0.331,1.266,0.254,114,1
-0.33,1.239,0.224,114,1
-0.304,1.172,0.211,114,1
-0.258,1.053,0.199,114,1
-0.234,0.928,0.181,114,1
-0.229,0.84,0.166,114,1
-0.201,0.768,0.143,114,1
-0.135,0.684,0.092,114,1
-0.105,0.642,0.046,114,1
-0.141,0.717,0.023,114,1
-0.159,0.881,0.018,114,1
-0.13,1.071,0.054,114,1
-0.115,1.257,0.104,114,1
-0.155,1.365,0.149,114,1
-0.2,1.308,0.208,114,1
-0.192,1.202,0.229,114,1
-0.148,1.135,0.191,114,1
-0.111,1.031,0.157,114,1
-0.122,0.893,0.162,113,1
-0.172,0.773,0.166,113,1
-0.216,0.717,0.164,113,1
-0.242,0.731,0.181,113,1
-0.27,0.782,0.221,113,1
-0.3,0.831,0.283,113,1
-0.313,0.889,0.336,113,1
-0.311,0.996,0.35,113,1
-0.302,1.105,0.344,113,1
-0.309,1.225,0.343,113,1
-0.345,1.294,0.352,113,1
-0.364,1.278,0.328,113,1
-0.352,1.267,0.271,113,1
-0.32,1.232,0.221,113,1
-0.27,1.136,0.184,113,1
-0.22,1.011,0.161,113,1
-0.198,0.902,0.141,113,1
-0.196,0.828,0.123,113,1
-0.197,0.776,0.112,113,1
-0.197,0.729,0.114,113,1
-0.197,0.69,0.122,113,1
-0.201,0.688,0.111,113,1
-0.216,0.747,0.103,113,1
-0.237,0.89,0.115,113,1
-0.256,1.139,0.128,113,1
-0.263,1.353,0.151,113,1
-0.222,1.378,0.183,113,1
-0.135,1.32,0.185,113,1
-0.081,1.223,0.162,113,1
-0.092,1.044,0.164,113,1
-0.147,0.853,0.191,112,1
-0.217,0.727,0.204,112,1
-0.266,0.685,0.214,112,1
-0.292,0.718,0.231,112,1
-0.306,0.789,0.256,112,1
-0.314,0.861,0.284,112,1
-0.318,0.961,0.304,112,1
-0.317,1.075,0.308,112,1
-0.314,1.214,0.289,112,1
-0.325,1.348,0.292,112,1
-0.334,1.338,0.294,112,1
-0.322,1.273,0.236,112,1
-0.315,1.244,0.166,112,1
-0.314,1.161,0.134,112,1
-0.291,1.02,0.13,112,1
-0.263,0.876,0.133,112,1
-0.249,0.769,0.129,112,1
-0.237,0.714,0.12,112,1
-0.224,0.709,0.111,112,1
-0.21,0.73,0.105,112,1
-0.201,0.779,0.087,112,1
-0.199,0.869,0.072,112,1
-0.203,0.991,0.081,112,1
-0.213,1.184,0.073,112,1
-0.22,1.361,0.06,112,1
-0.188,1.333,0.129,112,1
-0.102,1.203,0.208,112,1
-0.028,1.12,0.192,112,1
-0.031,1.022,0.152,112,1
-0.108,0.9,0.169,112,1
-0.194,0.795,0.209,112,1
-0.25,0.736,0.229,112,1
-0.286,0.734,0.243,112,1
-0.316,0.768,0.28,112,1
-0.335,0.812,0.321,112,1
-0.329,0.889,0.321,112,1
-0.315,0.993,0.29,112,1
-0.313,1.102,0.265,112,1
-0.328,1.228,0.26,112,1
-0.353,1.294,0.264,112,1
-0.358,1.321,0.228,112,1
-0.356,1.357,0.162,112,1
-0.355,1.318,0.123,112,1
-0.324,1.185,0.123,112,1
-0.28,1.02,0.138,112,1
-0.256,0.885,0.133,112,1
-0.243,0.802,0.114,112,1
-0.223,0.758,0.098,112,1
-0.203,0.736,0.093,112,1
-0.199,0.738,0.083,112,1
-0.21,0.781,0.053,112,1
-0.24,0.834,0.048,112,1
-0.292,0.925,0.086,112,1
-0.325,1.109,0.105,112,1
-0.316,1.273,0.092,112,1
-0.259,1.304,0.072,112,1
-0.191,1.262,0.049,112,1
-0.187,1.188,0.051,112,1
-0.226,1.061,0.103,112,1
-0.25,0.904,0.162,112,1
-0.251,0.772,0.192,112,1
-0.25,0.702,0.179,112,1
-0.289,0.703,0.167,112,1
-0.358,0.775,0.204,112,1
-0.394,0.86,0.262,112,1
-0.374,0.934,0.306,112,1
-0.338,1.017,0.307,112,1
-0.324,1.138,0.273,112,1
-0.348,1.284,0.253,112,1
-0.38,1.358,0.237,112,1
-0.383,1.367,0.186,112,1
-0.377,1.349,0.14,112,1
-0.351,1.256,0.116,112,1
-0.297,1.103,0.098,112,1
-0.253,0.956,0.087,112,1
-0.231,0.845,0.083,112,1
-0.219,0.775,0.077,112,1
-0.208,0.74,0.068,112,1
-0.206,0.728,0.07,112,1
-0.212,0.735,0.072,112,1
-0.219,0.793,0.064,111,1
-0.226,0.901,0.066,111,1
-0.236,1.049,0.07,111,1
-0.254,1.218,0.08,111,1
-0.27,1.266,0.135,111,1
-0.264,1.222,0.202,111,1
-0.241,1.203,0.223,111,1
-0.208,1.132,0.224,111,1
-0.178,0.99,0.239,111,1
-0.187,0.844,0.248,111,1
-0.227,0.746,0.24,111,1
-0.273,0.717,0.224,111,1
-0.322,0.746,0.221,111,1
-0.36,0.796,0.251,111,1
-0.378,0.856,0.293,111,1
-0.383,0.946,0.305,111,1
-0.368,1.063,0.288,111,1
-0.347,1.218,0.278,111,1
-0.342,1.29,0.301,111,1
-0.333,1.254,0.289,111,1
-0.327,1.272,0.221,111,1
-0.332,1.277,0.172,111,1
-0.316,1.185,0.151,111,1
-0.284,1.048,0.139,111,1
-0.263,0.911,0.114,111,1
-0.247,0.81,0.081,111,1
-0.229,0.761,0.059,111,1
-0.226,0.751,0.067,111,1
-0.216,0.754,0.092,111,1
-0.182,0.77,0.096,111,1
-0.169,0.828,0.092,110,1
-0.192,0.936,0.089,110,1
-0.223,1.093,0.077,110,1
-0.251,1.229,0.085,110,1
-0.262,1.281,0.122,110,1
-0.254,1.291,0.141,110,1
-0.249,1.243,0.138,110,1
-0.234,1.103,0.163,110,1
-0.22,0.931,0.197,110,1
-0.238,0.791,0.203,110,1
-0.286,0.707,0.2,110,1
-0.338,0.699,0.212,110,1
-0.372,0.755,0.244,110,1
-0.385,0.833,0.273,110,1
-0.377,0.935,0.281,110,1
-0.355,1.05,0.275,110,1
-0.331,1.164,0.264,110,1
-0.332,1.264,0.263,110,1
-0.351,1.282,0.254,110,1
-0.355,1.25,0.211,110,1
-0.348,1.23,0.162,110,1
-0.318,1.201,0.132,110,1
-0.28,1.133,0.125,110,1
-0.254,1.032,0.122,110,1
-0.238,0.927,0.102,110,1
-0.229,0.843,0.082,110,1
-0.219,0.784,0.076,110,1
-0.213,0.734,0.086,110,1
-0.209,0.71,0.099,110,1
-0.208,0.743,0.101,110,1
-0.21,0.836,0.101,110,1
-0.226,0.993,0.104,110,1
-0.256,1.175,0.094,110,1
-0.29,1.265,0.117,110,1
-0.285,1.263,0.166,110,1
-0.25,1.24,0.164,110,1
-0.233,1.165,0.143,110,1
-0.23,1.021,0.156,110,1
-0.246,0.862,0.187,110,1
-0.276,0.743,0.208,110,1
-0.296,0.689,0.226,110,1
-0.306,0.719,0.25,110,1
-0.314,0.803,0.272,110,1
-0.329,0.894,0.289,110,1
-0.344,1.003,0.304,110,1
-0.342,1.119,0.303,110,1
